date,commodity_id,commodity_name,unit,price,ln_price,ret,vol_proxy,VIX,VXO,JLN
1962-07-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.83572524525381
1962-08-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.829528673241731
1962-09-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.823900243404757
1962-10-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.818913483553339
1962-11-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.813500506511849
1962-12-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.808716708501649
1963-01-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.804301233215834
1963-02-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.799403844364477
1963-03-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.796894857023107
1963-04-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.798294080627076
1963-05-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.797565122342387
1963-06-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.797493350113161
1963-07-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.798116692743749
1963-08-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.799975189969822
1963-09-01,aluminium,Aluminium,NA,496.03948974609,6.206655539979277,0,0,NA,NA,0.799509946934672
1963-10-01,aluminium,Aluminium,NA,507.06259155273,6.228634450710387,0.02197891073110953,4.830725169260819e-4,NA,NA,0.798509334818604
1963-11-01,aluminium,Aluminium,NA,507.06259155273,6.228634450710387,0,0,NA,NA,0.799329416230269
1963-12-01,aluminium,Aluminium,NA,507.06259155273,6.228634450710387,0,0,NA,NA,0.799486180627532
1964-01-01,aluminium,Aluminium,NA,507.06259155273,6.228634450710387,0,0,NA,NA,0.799586961554263
1964-02-01,aluminium,Aluminium,NA,507.06259155273,6.228634450710387,0,0,NA,NA,0.797412243173186
1964-03-01,aluminium,Aluminium,NA,524.69946289063,6.2628256470417325,0.034191196331346,0.00116903790656864,NA,NA,0.794901416594812
1964-04-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0.00836859864253729,7.003344323987712e-5,NA,NA,0.795210023693681
1964-05-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.794603420906195
1964-06-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.798525203101602
1964-07-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.80576573313491
1964-08-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.813403853129936
1964-09-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.823907770877679
1964-10-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.836455406906345
1964-11-01,aluminium,Aluminium,NA,529.10888671875,6.27119424568427,0,0,NA,NA,0.842562996200449
1964-12-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0.02061900470157769,4.251433548836831e-4,NA,NA,0.831321201961747
1965-01-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.822215439510376
1965-02-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.815210653370837
1965-03-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.810413835114978
1965-04-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.807008168541487
1965-05-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.804691180482709
1965-06-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.805712476338576
1965-07-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.807635290955264
1965-08-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.80634534777309
1965-09-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.80786702255009
1965-10-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.808382323875862
1965-11-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.811131569057813
1965-12-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.818388489199144
1966-01-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.820798439755637
1966-02-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.826299487699261
1966-03-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.831327764008602
1966-04-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.83513741802214
1966-05-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.83935861274176
1966-06-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.840295000479986
1966-07-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.841200833558026
1966-08-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.843880566063577
1966-09-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.847333498626641
1966-10-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.846865800836707
1966-11-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.848628836851417
1966-12-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.851335560264122
1967-01-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.854157843965714
1967-02-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.855749089566832
1967-03-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.852515837161539
1967-04-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.850606072259295
1967-05-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.851699594273757
1967-06-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.856853174490886
1967-07-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.863434978387696
1967-08-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.866401151384761
1967-09-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.866994338720567
1967-10-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.868831016158421
1967-11-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.87609710503117
1967-12-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.878296200490528
1968-01-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.879875741771025
1968-02-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.873186049508254
1968-03-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.866760170615118
1968-04-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.866323983934645
1968-05-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.86109179290767
1968-06-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0.04000523712309386,0.00160041899727496,NA,NA,0.857954189060927
1968-07-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0,0,NA,NA,0.853049658777817
1968-08-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0,0,NA,NA,0.851677572066553
1968-09-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0,0,NA,NA,0.850984424842346
1968-10-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0,0,NA,NA,0.853471676474711
1968-11-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0,0,NA,NA,0.857938500656737
1968-12-01,aluminium,Aluminium,NA,562.17797851563,6.331818487508941,0,0,NA,NA,0.862312503367159
1969-01-01,aluminium,Aluminium,NA,573.201171875,6.351236740395402,0.01941825288646079,3.7706854516254297e-4,NA,NA,0.866146086328101
1969-02-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0.01904835569704978,3.628398547613288e-4,NA,NA,0.873561952954639
1969-03-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.881024218930127
1969-04-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.890828713776971
1969-05-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.899971709976206
1969-06-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.900595104471807
1969-07-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.899531458678575
1969-08-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.899520313619851
1969-09-01,aluminium,Aluminium,NA,584.22436523438,6.370285096092452,0,0,NA,NA,0.898369316228362
1969-10-01,aluminium,Aluminium,NA,601.861328125,6.400027066821908,0.02974197072945595,8.84584822871815e-4,NA,NA,0.898483811713696
1969-11-01,aluminium,Aluminium,NA,606.2705078125,6.4073262689991495,0.00729920217724178,5.327835242425117e-5,NA,NA,0.901634116831924
1969-12-01,aluminium,Aluminium,NA,606.2705078125,6.4073262689991495,0,0,NA,NA,0.906753949065641
1970-01-01,aluminium,Aluminium,NA,606.2705078125,6.4073262689991495,0,0,NA,NA,0.915909220369555
1970-02-01,aluminium,Aluminium,NA,606.2705078125,6.4073262689991495,0,0,NA,NA,0.918650068892088
1970-03-01,aluminium,Aluminium,NA,606.2705078125,6.4073262689991495,0,0,NA,NA,0.921220301582629
1970-04-01,aluminium,Aluminium,NA,612.88427734375,6.418176137272695,0.01084986827354593,1.1771964155329872e-4,NA,NA,0.920581336054973
1970-05-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0.00716878823884038,5.13915248133362e-5,NA,NA,0.917370724477526
1970-06-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.909986333443268
1970-07-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.907533407195193
1970-08-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.908484662820967
1970-09-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.909724615813733
1970-10-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.916616960149212
1970-11-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.919166685307093
1970-12-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.926002787956861
1971-01-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.914679339817674
1971-02-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.903427102698062
1971-03-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.893859390006083
1971-04-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.889036146616562
1971-05-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.884182876844287
1971-06-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.882271232454235
1971-07-01,aluminium,Aluminium,NA,617.29370117188,6.425344925511536,0,0,NA,NA,0.883041117789586
1971-08-01,aluminium,Aluminium,NA,628.31665039063,6.443044259759069,0.01769933424753298,3.1326643280589397e-4,NA,NA,0.884255017256924
1971-09-01,aluminium,Aluminium,NA,639.33984375,6.460436149856898,0.01739189009782932,3.024778411749736e-4,NA,NA,0.885932901077928
1971-10-01,aluminium,Aluminium,NA,639.33984375,6.460436149856898,0,0,NA,NA,0.883449927802527
1971-11-01,aluminium,Aluminium,NA,641.54443359375,6.46387844680701,0.00344229695011195,1.184940829275009e-5,NA,NA,0.883911060750695
1971-12-01,aluminium,Aluminium,NA,665.79516601563,6.500982064699473,0.03710361789246259,0.00137667846070986,NA,NA,0.889956984945965
1972-01-01,aluminium,Aluminium,NA,670.20458984375,6.5075830237485,0.00660095904902707,4.357266036693237e-5,NA,NA,0.889254586167966
1972-02-01,aluminium,Aluminium,NA,670.20458984375,6.5075830237485,0,0,NA,NA,0.88000131220174
1972-03-01,aluminium,Aluminium,NA,670.20458984375,6.5075830237485,0,0,NA,NA,0.873563566040508
1972-04-01,aluminium,Aluminium,NA,670.20458984375,6.5075830237485,0,0,NA,NA,0.866544215905255
1972-05-01,aluminium,Aluminium,NA,599.65673828125,6.396357388638275,-0.11122563511022436,0.01237114190567277,NA,NA,0.866403438698081
1972-06-01,aluminium,Aluminium,NA,566.58740234375,6.339631353375416,-0.05672603526285982,0.00321784307664321,NA,NA,0.870455682302064
1972-07-01,aluminium,Aluminium,NA,537.92724609375,6.287723320708327,-0.0519080326670889,0.00269444385536756,NA,NA,0.878777138554761
1972-08-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0.00408992967752062,1.6727524767063924e-5,NA,NA,0.887079746772253
1972-09-01,aluminium,Aluminium,NA,537.92724609375,6.287723320708327,-0.00408992967752052,1.6727524767063118e-5,NA,NA,0.891230160309043
1972-10-01,aluminium,Aluminium,NA,537.92724609375,6.287723320708327,0,0,NA,NA,0.896395243281494
1972-11-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0.00408992967752062,1.6727524767063924e-5,NA,NA,0.90065997284801
1972-12-01,aluminium,Aluminium,NA,540.1318359375,6.2918132503858475,0,0,NA,NA,0.90853510519533
1973-01-01,aluminium,Aluminium,NA,542.33642578125,6.295886520651297,0.00407327026544934,1.6591530655393807e-5,NA,NA,0.91935805877079
1973-02-01,aluminium,Aluminium,NA,557.76879882813,6.323944537501494,0.02805801685019696,7.872523095659369e-4,NA,NA,0.933067528015371
1973-03-01,aluminium,Aluminium,NA,570.99658203125,6.347383223703331,0.02343868620183704,5.493720108681862e-4,NA,NA,0.941761015452328
1973-04-01,aluminium,Aluminium,NA,570.99658203125,6.347383223703331,0,0,NA,NA,0.951742979684357
1973-05-01,aluminium,Aluminium,NA,582.01977539063,6.366504425488603,0.01912120178527223,3.6562035771309806e-4,NA,NA,0.964427833083471
1973-06-01,aluminium,Aluminium,NA,601.861328125,6.400027066821908,0.03352264133330488,0.0011237674819614,NA,NA,0.981662402178617
1973-07-01,aluminium,Aluminium,NA,634.9306640625,6.453515802478225,0.0534887356563164,0.00286104484211129,NA,NA,1.00791516619553
1973-08-01,aluminium,Aluminium,NA,619.49829101563,6.42890994241427,-0.02460586006395411,6.054483494868921e-4,NA,NA,1.02364075437597
1973-09-01,aluminium,Aluminium,NA,604.06591796875,6.403683327689798,-0.02522661472447251,6.363820904569736e-4,NA,NA,1.02792432585386
1973-10-01,aluminium,Aluminium,NA,621.70288085938,6.432462295106248,0.02877896741645011,8.282289655570972e-4,NA,NA,1.02456970099269
1973-11-01,aluminium,Aluminium,NA,650.36279296875,6.477530350214643,0.04506805510839482,0.00203112959125331,NA,NA,1.02013416038086
1973-12-01,aluminium,Aluminium,NA,632.72583007813,6.450037200478563,-0.02749314973607963,7.558732824104954e-4,NA,NA,1.01844185948724
1974-01-01,aluminium,Aluminium,NA,604.06591796875,6.403683327689798,-0.04635387278876543,0.00214868152251704,NA,NA,1.01536734990918
1974-02-01,aluminium,Aluminium,NA,619.49829101563,6.42890994241427,0.02522661472447264,6.363820904569799e-4,NA,NA,1.01311539345084
1974-03-01,aluminium,Aluminium,NA,687.84155273438,6.533558510151768,0.10464856773749782,0.010951322729509671,NA,NA,1.01297307059192
1974-04-01,aluminium,Aluminium,NA,751.775390625,6.622437596655763,0.08887908650399505,0.00789949201778463,NA,NA,1.01504393713724
1974-05-01,aluminium,Aluminium,NA,765.00317382813,6.639879982612871,0.01744238595710761,3.04236827876705e-4,NA,NA,1.01793331713605
1974-06-01,aluminium,Aluminium,NA,756.1845703125,6.62828548700706,-0.01159449560581044,1.3443232835315763e-4,NA,NA,1.02299407325062
1974-07-01,aluminium,Aluminium,NA,760.59399414063,6.634099699250297,0.00581421224323627,3.380506400939858e-5,NA,NA,1.0293644407463
1974-08-01,aluminium,Aluminium,NA,848.77880859375,6.743798620675374,0.10969892142507746,0.01203385336182532,NA,NA,1.03283617490184
1974-09-01,aluminium,Aluminium,NA,837.75561523438,6.730726429351602,-0.01307219132377203,1.7088218600530097e-4,NA,NA,1.03168600255605
1974-10-01,aluminium,Aluminium,NA,844.36938476563,6.738590058525814,0.00786362917421129,6.183666378950701e-5,NA,NA,1.03272733177757
1974-11-01,aluminium,Aluminium,NA,842.16479492188,6.73597571352651,-0.00261434499930406,6.834799775386183e-6,NA,NA,1.03613956747724
1974-12-01,aluminium,Aluminium,NA,859.8017578125,6.756701848503567,0.0207261349770572,4.295726710871938e-4,NA,NA,1.03504806715471
1975-01-01,aluminium,Aluminium,NA,895.07568359375,6.796908277374215,0.04020642887064852,0.00161655692253051,NA,NA,1.0237323383971
1975-02-01,aluminium,Aluminium,NA,908.30346679688,6.8115785372980655,0.01467025992385058,2.1521652623333656e-4,NA,NA,1.00983060710652
1975-03-01,aluminium,Aluminium,NA,917.12182617188,6.8212403164005355,0.00966177910246966,9.334997542491956e-5,NA,NA,0.998728624164872
1975-04-01,aluminium,Aluminium,NA,897.2802734375,6.799368269706507,-0.02187204669402782,4.783864265857333e-4,NA,NA,0.987482702759327
1975-05-01,aluminium,Aluminium,NA,903.89428710938,6.806712414515977,0.00734414480947048,5.393646298247229e-5,NA,NA,0.972718256817908
1975-06-01,aluminium,Aluminium,NA,903.89428710938,6.806712414515977,0,0,NA,NA,0.961778148485246
1975-07-01,aluminium,Aluminium,NA,864.2109375,6.761816879631583,-0.0448955348843946,0.00201560905255589,NA,NA,0.95445490660198
1975-08-01,aluminium,Aluminium,NA,837.75561523438,6.730726429351602,-0.03109045027998077,9.666160986119568e-4,NA,NA,0.940133401909767
1975-09-01,aluminium,Aluminium,NA,826.732421875,6.7174810899183,-0.01324533943330232,1.754390167033934e-4,NA,NA,0.926575079786435
1975-10-01,aluminium,Aluminium,NA,815.70947265625,6.704058253155925,-0.0134228367623746,1.8017254674935503e-4,NA,NA,0.918477305256863
1975-11-01,aluminium,Aluminium,NA,813.5048828125,6.701351928869106,-0.00270632428681903,7.324191145426571e-6,NA,NA,0.912655665686538
1975-12-01,aluminium,Aluminium,NA,837.75561523438,6.730726429351602,0.02937450048249585,8.628612785961493e-4,NA,NA,0.91072704622319
1976-01-01,aluminium,Aluminium,NA,853.18798828125,6.7489799080654285,0.01825347871382593,3.3318948515609657e-4,NA,NA,0.9096681846155
1976-02-01,aluminium,Aluminium,NA,850.9833984375,6.746392620084025,-0.00258728798140329,6.694059098713911e-6,NA,NA,0.900682840826672
1976-03-01,aluminium,Aluminium,NA,815.70947265625,6.704058253155925,-0.04233436692809961,0.00179219862320297,NA,NA,0.891197907155823
1976-04-01,aluminium,Aluminium,NA,820.11865234375,6.709449027770739,0.00539077461481359,2.9060450947718657e-5,NA,NA,0.885577751240084
1976-05-01,aluminium,Aluminium,NA,824.52783203125,6.714810897683714,0.00536186991297539,2.8749648963670788e-5,NA,NA,0.881392480893081
1976-06-01,aluminium,Aluminium,NA,804.68627929688,6.69045248630072,-0.02435841138299423,5.93332205103183e-4,NA,NA,0.874718703507947
1976-07-01,aluminium,Aluminium,NA,903.89428710938,6.806712414515977,0.11625992821525756,0.01351637090861684,NA,NA,0.870588696955913
1976-08-01,aluminium,Aluminium,NA,939.16821289063,6.844994603623132,0.03828218910715433,0.00146552600283592,NA,NA,0.869638559276773
1976-09-01,aluminium,Aluminium,NA,996.48828125,6.904237379674017,0.05924277605088531,0.00350970651421534,NA,NA,0.873955990012696
1976-10-01,aluminium,Aluminium,NA,947.98657226563,6.854340337877946,-0.04989704179607138,0.00248971477999889,NA,NA,0.879299914334767
1976-11-01,aluminium,Aluminium,NA,947.98657226563,6.854340337877946,0,0,NA,NA,0.881214122536901
1976-12-01,aluminium,Aluminium,NA,974.44213867188,6.881865141783985,0.02752480390603923,7.576148300659125e-4,NA,NA,0.881307355770858
1977-01-01,aluminium,Aluminium,NA,1058.21752929688,6.964341195534947,0.08247605375096154,0.00680229944233149,NA,NA,0.881130065712543
1977-02-01,aluminium,Aluminium,NA,1078.05908203125,6.9829175570461715,0.01857636151122428,3.450812069956951e-4,NA,NA,0.88012517258608
1977-03-01,aluminium,Aluminium,NA,1082.46850585938,6.986999365559072,0.00408180851290121,1.666116073599282e-5,NA,NA,0.872974028236032
1977-04-01,aluminium,Aluminium,NA,1082.46850585938,6.986999365559072,0,0,NA,NA,0.864748525591903
1977-05-01,aluminium,Aluminium,NA,1082.46850585938,6.986999365559072,0,0,NA,NA,0.862797267544884
1977-06-01,aluminium,Aluminium,NA,1102.31005859375,7.005163310024026,0.01816394446495362,3.2992887852591944e-4,NA,NA,0.859427458738613
1977-07-01,aluminium,Aluminium,NA,1170.6533203125,7.06531726537769,0.06015395535366421,0.00361849834469062,NA,NA,0.858860242857562
1977-08-01,aluminium,Aluminium,NA,1183.880859375,7.076553184852991,0.01123591947530132,1.2624588645545552e-4,NA,NA,0.860991170594051
1977-09-01,aluminium,Aluminium,NA,1183.880859375,7.076553184852991,0,0,NA,NA,0.86189429465884
1977-10-01,aluminium,Aluminium,NA,1203.72241210938,7.093174044560511,0.01662085970751978,2.762529774170546e-4,NA,NA,0.866498484543057
1977-11-01,aluminium,Aluminium,NA,1236.79174804688,7.120276005791883,0.02710196123137162,7.345163025867704e-4,NA,NA,0.869709444552773
1977-12-01,aluminium,Aluminium,NA,1261.04272460938,7.139694216920993,0.01941821112911041,3.770669234547076e-4,NA,NA,0.876209577917602
1978-01-01,aluminium,Aluminium,NA,1316.158203125,7.182472319800579,0.04277810287958601,0.00182996608597644,NA,NA,0.887515248362508
1978-02-01,aluminium,Aluminium,NA,1320.5673828125,7.185816758691632,0.00334443889105288,1.118527149598704e-5,NA,NA,0.890108017750695
1978-03-01,aluminium,Aluminium,NA,1298.52124023438,7.168981388484908,-0.01683537020672406,2.8342968999745227e-4,NA,NA,0.890992238243002
1978-04-01,aluminium,Aluminium,NA,1258.83813476563,7.137944459270331,-0.03103692921457661,9.632909750706396e-4,NA,NA,0.89188504709325
1978-05-01,aluminium,Aluminium,NA,1236.79174804688,7.120276005791883,-0.01766845347844858,3.1217424832010186e-4,NA,NA,0.891257394639463
1978-06-01,aluminium,Aluminium,NA,1247.81494140625,7.129149253804587,0.00887324801270444,7.873453029496341e-5,NA,NA,0.89174048900951
1978-07-01,aluminium,Aluminium,NA,1289.70263671875,7.162166956611731,0.0330177028071439,0.00109016869866087,NA,NA,0.896072862267991
1978-08-01,aluminium,Aluminium,NA,1320.5673828125,7.185816758691632,0.02364980207990109,5.59313138418494e-4,NA,NA,0.899570371955701
1978-09-01,aluminium,Aluminium,NA,1382.29663085938,7.231501620123335,0.04568486143170284,0.00208710656403388,NA,NA,0.904231905133026
1978-10-01,aluminium,Aluminium,NA,1424.62548828125,7.2616642429195455,0.03016262279621019,9.097838139464588e-4,NA,NA,0.909820641943812
1978-11-01,aluminium,Aluminium,NA,1394.42211914063,7.240235356917512,-0.02142888600203308,4.591971552881294e-4,NA,NA,0.916009962897373
1978-12-01,aluminium,Aluminium,NA,1408.75219726563,7.250459625079925,0.01022426816241284,1.0453565945692894e-4,NA,NA,0.917730460808371
1979-01-01,aluminium,Aluminium,NA,1264.75634765625,7.142634772061408,-0.1078248530185172,0.01162619892846483,NA,NA,0.925480227537834
