uncertainty,scenario,regime,variable,t,aluminium,cocoa,coffee_arabic,copper,cotton_a_indx,crude_wti,gold,lead,maize,ngas_us,nickel,platinum,silver,soybeans,sugar_wld,tin,wheat_us_hrw,zinc
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,3,-3.95306785242687e-5,-0.028764479037793157,-2.7685657306720148e-5,-0.0010009651873537184,-8.819532482159106e-4,-8.791655478856442e-5,-8.24772566193106e-4,-0.0011269407876033828,-8.070557166097966e-4,-1.6647889586047599e-4,-2.6661305466058008e-5,-9.919433840027603e-4,-1.5165914872690311e-4,-7.203947983225347e-4,-4.382597950836853e-5,-8.874391878795653e-4,-7.624032226470527e-4,-1.2997024608629016e-4
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,4,0.002244763635794099,0.09226614483006396,0.0027334063478350336,0.0035632204041759702,0.004764579762626786,6.480800479108954e-4,0.007701954145798134,0.011155013075675731,0.0034016458919975084,0.0024066308978603857,0.004540869727520701,0.005092877925531586,9.53241056589985e-4,0.0028806392157524697,0.0010556955503238442,0.0033792437863026043,0.00248286638340911,0.0021654152479679925
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,5,0.00523405540308526,0.09265470675628927,0.003361437642785959,0.004671564375672313,0.005328120862543793,7.058297582268412e-4,0.008148650025093063,0.01220136442502363,0.012521813617319461,0.0027085919894860246,0.0045804668264830695,0.00751481768712024,0.0010975940771383126,0.002958977294683239,0.00485276638091736,0.0035549112502791577,0.0068240097434376186,0.0027020998975832147
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,6,0.0011517659721667346,0.020197518650632025,7.443578285449067e-4,0.002185330880616401,0.0014827667748004514,1.847632351396619e-4,0.0019788100877414813,0.0028709257499872193,0.006648918121444268,0.001892146037374516,0.0012167999294353143,0.0016318247051781702,4.191345071133205e-4,0.001357006493461018,0.0010259226738600145,7.524742508482734e-4,0.002648696670370183,0.0010858914744346524
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,7,3.8324954472636206e-4,0.006965807578803951,2.6014163559476283e-4,0.001024108897402969,5.986800271564791e-4,1.025898691512625e-4,7.717300011696563e-4,9.747372446158351e-4,0.002221454010703593,0.0012608383796054502,4.0515653332681706e-4,5.573110067578578e-4,1.7676659951519787e-4,5.081975152367445e-4,4.4569505299199016e-4,3.1820344195505147e-4,8.789913578121713e-4,5.214522341339614e-4
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,8,-0.001984009529981225,-0.03177430909520578,-0.00212376210258371,-0.004677828599434816,-0.002734706902616296,-5.385987176355609e-4,-0.004179287953262878,-0.004958776468759337,-0.011234308158558349,-0.006598302206323394,-0.0021022329249077306,-0.0028841662554514964,-8.292316164992892e-4,-0.0026976043248690307,-0.0022286501111116225,-0.0021060545681753904,-0.004512552487718376,-0.002387922187689617
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,9,0.001147598874353783,0.017593405734344453,0.0027763759307180788,0.00303113922914227,0.0015159094579496992,6.922407987977193e-4,0.002355865064798733,0.0031471589647330523,0.006993317193051017,0.003770686366221544,0.0013543330955960774,0.0015950607682437118,4.959371891847674e-4,0.0015432590342777993,0.0014217089223074605,0.0012590744621678149,0.0033453343143597294,0.002246971998847008
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,10,0.0015879825693800897,0.02279271272952784,0.004056477626238446,0.004383584543762433,0.0019780886825160504,9.009895252436073e-4,0.0030615188955473585,0.004357378286713695,0.010114378251741017,0.0050319213646041454,0.0018006047416811429,0.002091853208377318,6.346551645386147e-4,0.002506035928191744,0.0018765812384675393,0.0017157044543470125,0.004749324047350936,0.0030489376642269164
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,11,-6.19605787305937e-4,-0.008902174345704532,-0.0015697342943258108,-0.0023488792437367303,-8.33988898755253e-4,-3.473122031719497e-4,-0.0012551100350883045,-0.0017858217077010394,-0.0038977560111655846,-0.0021846466205873104,-8.138576560992267e-4,-8.616090931709014e-4,-2.7349975503107967e-4,-0.0010702324784197007,-7.340798266695841e-4,-8.889719929988085e-4,-0.0018334436071824256,-0.0012487982523143246
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,12,-0.001778856106843924,-0.02341763072086979,-0.004278775030540087,-0.006183694836341342,-0.0023882108035836558,-9.438083524580623e-4,-0.003429887730578274,-0.004771821801046215,-0.010486954718395253,-0.00592484635696343,-0.002389983470277807,-0.002288053167732849,-7.234698579943217e-4,-0.002846224862970814,-0.002015457777849635,-0.003029908441351306,-0.00487289858746855,-0.003428564250934389
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cocoa,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,3,2.674968997023107e-6,1.0998584886484851e-4,0.012982611232990885,1.2618614634223605e-5,2.3081232601902083e-4,1.0842175417036947e-5,8.518020492626425e-5,7.827268444197978e-5,4.677421488780185e-7,2.2879842254694093e-7,1.82014941562974e-4,1.1184134853154305e-4,7.612481602569942e-5,2.0893888152798124e-5,3.775371248048083e-5,1.0803628022316862e-4,3.9089155860163336e-5,3.8498017843555625e-4
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,4,0.0010456090372885113,0.0010891746803099376,0.09104375143663972,4.6660989066377086e-4,0.0016960663383661294,1.1815377283735499e-4,9.696425364116269e-4,5.678614998513735e-4,7.032019286849367e-4,2.505795285885639e-4,0.002287998175083591,8.995696921298731e-4,5.346136727812618e-4,4.347036070408008e-4,3.342543034527462e-4,8.765534371503977e-4,8.790067762634537e-4,0.003119365692364464
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,5,4.380984116160933e-4,5.078965759013802e-4,0.033361207899668274,1.713086117788279e-4,7.886687943641893e-4,7.665479284245787e-5,4.6692641361006535e-4,4.673727940527239e-4,5.007966584794255e-4,9.856359862924985e-5,0.001241972737678333,3.550885087008403e-4,1.9658050845413198e-4,1.6003953030347632e-4,4.1706219593395705e-4,3.9296000234282453e-4,3.2250469270347925e-4,0.001217517906656228
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,6,4.131825299952704e-4,4.4138941685973714e-4,0.028523871467759747,1.9596264994284964e-4,7.103588072553738e-4,1.1739629143398943e-4,4.0450241337261944e-4,4.495879680587714e-4,9.465366091679956e-4,9.961846769527145e-5,0.0014112468863803941,3.042246727082243e-4,1.93424274449253e-4,6.322104361499886e-4,3.640124194572883e-4,3.3820370678569803e-4,4.5629786297341765e-4,0.001445448035743073
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,7,5.675129685909736e-4,5.878757288177253e-4,0.03397122390698808,0.0010642925630470204,9.087572777999523e-4,1.4519565759454585e-4,5.01080997772159e-4,6.246115483048536e-4,0.0016706986817691337,2.9507459740903884e-4,0.0016802918979317966,4.0442513505197663e-4,2.563641176017154e-4,0.0010140463773909338,4.335885604271176e-4,0.00040763908597061073,7.740270329240377e-4,0.0024833271881478016
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,8,1.552374698769184e-5,1.6380675626009263e-5,9.296222939240256e-4,3.721337000002601e-5,2.7663678182065514e-5,4.022663990477845e-6,1.400060973786235e-5,1.7884861417929728e-5,5.270751252772324e-5,1.594544203780644e-5,4.706843809300363e-5,1.4169836524991364e-5,7.2376968089562185e-6,3.181088006919492e-5,1.1925214957311696e-5,1.9466837563908288e-5,2.3221861329887873e-5,7.329162471422813e-5
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,9,-5.429998439117782e-4,-5.582871903259001e-4,-0.029228379304010087,-0.001525778626470009,-8.759776334402178e-4,-1.4661557166901638e-4,-4.4917703173441684e-4,-5.941543873067051e-4,-0.0016555601679665044,-5.143479373134747e-4,-0.0014974719333511813,-5.559511169845547e-4,-2.371801596427e-4,-0.0010559843534713703,-4.4417119250189207e-4,-8.927792562643653e-4,-7.331268157003961e-4,-0.002603380007381786
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,10,1.0776351885268908e-4,1.1061808232163359e-4,0.005867288465825843,3.2540477625306715e-4,1.7566893866356923e-4,4.834006227483364e-5,9.601681557215358e-5,1.1767505247386751e-4,4.27117471029186e-4,1.0195814261885256e-4,2.9863441474407024e-4,1.2359192143384572e-4,4.730539189519526e-5,2.686275480882514e-4,8.988347299748193e-5,1.7641655318987608e-4,1.9330820359787884e-4,5.42714766122387e-4
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,11,5.682168692722443e-4,5.440870871513348e-4,0.02800032995771822,0.0019143006221603288,8.481452366140067e-4,2.3083920400370254e-4,4.578932197981983e-4,6.098048881545112e-4,0.0021944480022193617,5.438744214028636e-4,0.0014425030428402484,8.375358888884097e-4,2.3199267721459575e-4,0.001502308413336089,4.3107433976069087e-4,8.450145373826165e-4,9.38428283579249e-4,0.0028646509160416347
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,12,-2.5414482804087717e-4,-2.3893686061777968e-4,-0.012313057062789104,-9.336789331763957e-4,-3.8943557112266635e-4,-1.0525790346208677e-4,-2.0392013618719174e-4,-2.764411400298837e-4,-9.990139999507804e-4,-2.5207366907514475e-4,-6.43942246711037e-4,-3.828314276886901e-4,-1.0217094291957291e-4,-6.602481483329198e-4,-1.913875127769679e-4,-4.401099767041362e-4,-4.471347204257854e-4,-0.0012647352074376202
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,coffee_arabic,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,3,0.005134432866816882,0.0014949670454439863,9.986319774169328e-4,0.1608278278202015,4.4141305587762277e-4,4.203300142206279e-5,4.619547932057888e-6,4.219637244769873e-4,0.0019801206102728975,9.90703556669075e-4,0.0047490865889869786,3.355938142610254e-4,4.124295180093087e-6,1.1511958319947925e-4,5.438725709728298e-4,8.644371203298962e-4,0.0014364754040850493,0.004246262529378352
vix,GIRF — aluminium to uncertainty shock,combined,copper,4,-6.155791190262381e-5,-2.0038118981152943e-5,-2.411697138706378e-5,-0.001981495924911849,-6.607397164888655e-6,-1.6546018456499997e-5,-7.851099528930958e-6,-2.8930852856739023e-5,-2.533976457438006e-5,-1.1138272617180379e-4,-7.690873362141518e-5,-3.119042604991955e-5,-4.651509772830153e-6,-3.877746523228923e-5,-9.914270013622942e-6,-1.1442817663154259e-4,-2.9999179783064475e-5,-9.593954714443466e-5
vix,GIRF — aluminium to uncertainty shock,combined,copper,5,-1.5672856071518164e-4,-5.5288820668701564e-5,-3.4368581527763716e-4,-0.0050401041585786885,-2.2080591532259938e-5,-1.5346583205613003e-4,-2.0291828217824098e-5,-9.250874194219543e-5,-2.4775983209565606e-4,-2.9050831347876804e-4,-1.960807784912796e-4,-9.16714916000155e-5,-1.8740162296609847e-5,-1.0550836703106699e-4,-1.46554689104578e-4,-4.541458104918907e-4,-2.1891418280578165e-4,-3.186163512642562e-4
vix,GIRF — aluminium to uncertainty shock,combined,copper,6,1.857241766763941e-4,7.548660180723535e-5,7.564979054639163e-4,0.0059507350719267115,2.661426545106429e-5,2.6456315705197537e-4,3.841456852957685e-5,1.1375350749335629e-4,7.620595125730084e-4,3.9210948959373396e-4,2.3608202645852724e-4,2.665715340202043e-4,2.4761260313941385e-5,2.9092613138638815e-4,2.562107555885e-4,6.37760952723351e-4,5.394940126066475e-4,3.7960618814510995e-4
vix,GIRF — aluminium to uncertainty shock,combined,copper,7,0.0010363763584217496,5.679635357548567e-4,0.004083869354990045,0.031066140257709898,2.345228565544411e-4,0.0013247871256075754,1.928612327403296e-4,6.536004225792075e-4,0.004327126459793434,0.002336797730463642,0.0016685221085890383,0.002159342298459136,2.2046483278566253e-4,0.0022275687841099004,0.0013105335589074236,0.004053938308295764,0.0028533310246502694,0.0023068611643081846
vix,GIRF — aluminium to uncertainty shock,combined,copper,8,-0.001737116032595321,-7.788232382261727e-4,-0.00559327657664296,-0.04321932718672546,-0.0010501628919085406,-0.0018203719384158126,-4.7688674304894815e-4,-0.001032199080343002,-0.0059127826010072805,-0.003565306683412147,-0.0028077217361138257,-0.003354929500434061,-3.0156657140678405e-4,-0.0044105589051987295,-0.0018990655607896956,-0.007770977402050094,-0.004135636411948595,-0.003198444262457688
vix,GIRF — aluminium to uncertainty shock,combined,copper,9,-0.0015237715456731908,-8.934324089575274e-4,-0.0051528177202768005,-0.03382035710074919,-8.255563710466025e-4,-0.0015892572145571715,-3.966433521029468e-4,-0.0010259331270626245,-0.0053070340344585675,-0.002777958430122138,-0.002215103889579901,-0.003448241525701958,-2.5083237338837375e-4,-0.0037428307829698083,-0.0015037250172912336,-0.006683643596260865,-0.0033652663492521376,-0.003255885801853051
vix,GIRF — aluminium to uncertainty shock,combined,copper,10,0.001274578604923314,8.245073400577948e-4,0.004709472922876827,0.02634500455767231,6.409004036165907e-4,0.0013378546521927112,8.760238625586111e-4,0.0016814228426230262,0.004800510742279523,0.002154499911872623,0.0018272469021516494,0.0036234418724016755,3.4889553571721587e-4,0.0031682964835009417,0.0012128331697935687,0.005196813082939226,0.002860190670317491,0.0026174004273052495
vix,GIRF — aluminium to uncertainty shock,combined,copper,11,6.437538432144688e-4,4.1126057381209066e-4,0.0023349056395074934,0.013291239793641944,3.224896572533678e-4,6.651444412027916e-4,4.923374917921794e-4,0.0010701598195595077,0.0023935703016316565,0.0010687109912800986,9.0657592564517e-4,0.002011544016218255,1.9864605988923487e-4,0.001655488233456574,6.118214884350685e-4,0.0026512603992933223,0.0014570061927452868,0.0013737233455080385
vix,GIRF — aluminium to uncertainty shock,combined,copper,12,-0.00220040947173461,-0.0012822716547267504,-0.0072054963070608165,-0.03851198401948977,-9.935763561975683e-4,-0.0019366127395892736,-0.0014234074584303885,-0.003367287127043352,-0.009209095643332969,-0.003179089165860034,-0.0026211812939258444,-0.005886626651478859,-6.255319157364892e-4,-0.004802333254419685,-0.0020946969173022177,-0.008439109920393414,-0.005335473137582631,-0.00401491545478475
vix,GIRF — aluminium to uncertainty shock,combined,copper,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,copper,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cotton_a_indx,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cotton_a_indx,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vix,GIRF — aluminium to uncertainty shock,combined,cotton_a_indx,3,0.004322039880659134,3.774575135767913e-5,4.993077961236444e-5,8.203662531170142e-5,0.15469445047059693,8.741106920664422e-4,3.6960463084737876e-6,1.3906484280706523e-6,0.011316142723309152,9.858738025117803e-4,8.932649466437705e-5,4.607425755010746e-4,0.0022657727295021237,8.602329597472081e-4,7.802948137433466e-6,5.317057412963997e-4,6.464124934153749e-7,0.0019423922345206794
vix,GIRF — aluminium to uncertainty shock,combined,cotton_a_indx,4,0.0023814940848290883,2.6084923806266654e-4,2.4538381927752273e-4,3.2799516261015167e-4,0.06645285877418859,9.450914209359115e-4,0.0040036667370340765,9.706792669540017e-4,0.0075329337483108745,8.602822370541425e-4,0.0021990871433594985,0.001414492108735707,0.0014666663101967617,3.711719191762332e-4,2.9715534680850895e-4,0.0025709553067467484,1.8808931050904715e-5,0.002807111452005633
vix,GIRF — aluminium to uncertainty shock,combined,cotton_a_indx,5,0.0020100655050848877,3.705899595239095e-4,4.883191883505208e-4,2.453699540915839e-4,0.04941486863658141,0.0011498691531263239,0.003137634995790737,0.0010923155646541355,0.005772887935456759,6.335610659636618e-4,0.003134781357876068,0.0018752977964724877,0.001294057879507071,7.483367176081104e-4,6.967570366035375e-4,0.003464525839471274,9.304465822334531e-4,0.0022239188380587466
