t,variable,value,scenario,is_baseline,regime,uncertainty,value_lo,value_hi
24,lead,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
22,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
23,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
24,maize,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
22,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
23,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
24,ngas_us,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
22,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
23,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
24,nickel,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
22,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
23,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
24,platinum,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
22,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
23,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
24,silver,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
22,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
23,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
24,soybeans,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
1,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
2,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
3,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
4,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
5,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
6,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
7,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
8,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
9,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
10,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
11,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
12,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
13,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
14,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
15,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
16,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
17,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
18,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
19,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
20,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
21,sugar_wld,0,one_sigma_supply_shock,TRUE,combined,vxo,NA,NA
