uncertainty,scenario,regime,variable,t,shock_id,contribution
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,2,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,2,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,2,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,2,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,aluminium,0.23746437619195693
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,cocoa,0.0026014020230994616
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,coffee_arabic,0.0024262908105171944
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,copper,3.410629685412023e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,cotton_a_indx,0.005969770085768528
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,crude_wti,0.0011935637140319236
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,gold,0.0011549412667644567
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,lead,1.2486612060283675e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,maize,5.271661914939443e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,ngas_us,0.0022856881673436738
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,nickel,1.943953211754738e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,platinum,0.008208076252094314
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,silver,3.0882857269753233e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,soybeans,7.301369341363636e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,sugar_wld,0.0011166020841757635
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,tin,0.004318315787789353
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,wheat_us_hrw,3.973549895961826e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,3,zinc,0.0035331296853663794
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,aluminium,-0.11856018529882432
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,cocoa,-0.0017293236748787434
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,coffee_arabic,-0.0012349010479169055
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,copper,-1.9713138394754026e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,cotton_a_indx,-0.0032622565792171116
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,crude_wti,-6.83583526525013e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,gold,-9.536946964070364e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,lead,-0.001523567101635656
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,maize,-0.0022205108453074306
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,ngas_us,-0.004346225397463243
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,nickel,-9.589817554898595e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,platinum,-0.004086765881168063
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,silver,-3.4413825538671245e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,soybeans,-3.5730169141626384e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,sugar_wld,-0.0029844499747151464
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,tin,-0.00540398997515676
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,wheat_us_hrw,-2.1370881820938545e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,4,zinc,-0.00287817886277459
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,aluminium,-0.014350634310256521
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,cocoa,-2.448001065723848e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,coffee_arabic,-6.879531475755795e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,copper,-2.0356441783158914e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,cotton_a_indx,-4.0090884110613825e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,crude_wti,-3.3781152444343105e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,gold,-1.1765336970055536e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,lead,-1.84508808094718e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,maize,-4.4869449428584454e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,ngas_us,-5.335557445114915e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,nickel,-1.7275431756426387e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,platinum,-5.077641225879351e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,silver,-4.8245749906233976e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,soybeans,-5.492321788488451e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,sugar_wld,-7.078418890009387e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,tin,-9.98228480494902e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,wheat_us_hrw,-5.208903696996622e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,5,zinc,-3.6062732505807825e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,aluminium,0.048870030818429444
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,cocoa,8.298692792966531e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,coffee_arabic,0.004592837697038119
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,copper,9.785737349333097e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,cotton_a_indx,0.0013786803752902877
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,crude_wti,0.002306821618555935
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,gold,9.016779978338532e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,lead,6.270566732063017e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,maize,0.002982651180440514
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,ngas_us,0.001994954200329299
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,nickel,7.510690572446096e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,platinum,0.002319717708343767
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,silver,2.2640017466874282e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,soybeans,0.0020711199037677674
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,sugar_wld,0.003063603616116708
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,tin,0.003967033597208264
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,wheat_us_hrw,0.0028678461436488817
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,6,zinc,0.001227573235348934
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,aluminium,0.02566542881455599
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,cocoa,5.930615244068182e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,coffee_arabic,0.0027723365920433343
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,copper,0.0011817067416392735
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,cotton_a_indx,7.921164148518117e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,crude_wti,0.0012167386359875157
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,gold,5.120654413560992e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,lead,3.6044135045209614e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,maize,0.0018264074130030451
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,ngas_us,0.0012033489942221594
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,nickel,5.750876798048531e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,platinum,0.0013518424852405236
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,silver,1.355614975305318e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,soybeans,0.0023118197104395654
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,sugar_wld,0.0016246495363849884
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,tin,0.002665081550338856
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,wheat_us_hrw,0.0015222602733195134
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,7,zinc,8.826599043921235e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,aluminium,-0.045426708097007246
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,cocoa,-0.001050812926973126
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,coffee_arabic,-0.005057713589427163
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,copper,-0.003285519960920559
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,cotton_a_indx,-0.0022370021411873245
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,crude_wti,-0.0021404344531092334
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,gold,-0.0011870609929525591
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,lead,-6.577165418855225e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,maize,-0.0033504081216838163
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,ngas_us,-0.002654755861376152
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,nickel,-0.0017094243777514167
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,platinum,-0.0035010506071825147
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,silver,-2.5511551660381787e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,soybeans,-0.006162438501614153
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,sugar_wld,-0.0028616452931350257
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,tin,-0.006784557761730008
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,wheat_us_hrw,-0.0027300049947517205
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,8,zinc,-0.0015638238957320315
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,aluminium,-0.020396989176652894
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,cocoa,-6.405168205045891e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,coffee_arabic,-0.002682166072007932
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,copper,-0.0015402129849981117
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,cotton_a_indx,-0.001043207918112298
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,crude_wti,-0.0010397058602587867
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,gold,-5.696456053808608e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,lead,-5.567442649710034e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,maize,-0.0024497750169637303
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,ngas_us,-0.001235094933065216
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,nickel,-8.010019477784461e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,platinum,-0.002396540014616484
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,silver,-1.1781119229827079e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,soybeans,-0.0030086189224909866
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,sugar_wld,-0.0013720862810941876
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,tin,-0.003458278749606464
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,wheat_us_hrw,-0.0014306045209799081
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,9,zinc,-9.549401249755862e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,aluminium,0.03173950825722535
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,cocoa,0.0010481974376870026
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,coffee_arabic,0.0050042002294877356
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,copper,0.0024335271562792907
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,cotton_a_indx,0.0016165590222550043
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,crude_wti,0.0016763698790663484
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,gold,0.0015127203528655566
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,lead,0.001983666964568374
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,maize,0.005102071908432744
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,ngas_us,0.0019202390527738211
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,nickel,0.0012861177049469407
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,platinum,0.0048739111566532285
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,silver,3.153868917882131e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,soybeans,0.005146056838749825
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,sugar_wld,0.0021890102630440895
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,tin,0.005399036747499311
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,wheat_us_hrw,0.0025966179651544714
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,10,zinc,0.0015385324548846894
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,aluminium,0.0026019438402765135
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,cocoa,8.593291729508417e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,coffee_arabic,4.102201415607857e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,copper,2.527014347484416e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,cotton_a_indx,1.3313862350015305e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,crude_wti,1.3957777397930257e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,gold,1.2671544411698544e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,lead,2.0634790719579232e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,maize,4.215332557401395e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,ngas_us,1.5912797483442093e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,nickel,1.0573596362023258e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,platinum,4.295816847153383e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,silver,2.9940315968739713e-5
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,soybeans,4.5903754119874703e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,sugar_wld,1.902400710380965e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,tin,4.677128166531476e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,wheat_us_hrw,2.2568875839517764e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,11,zinc,1.3786461369154262e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,aluminium,-0.04155343043999474
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,cocoa,-0.0014922696935428647
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,coffee_arabic,-0.006714197664811793
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,copper,-0.004028917693570672
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,cotton_a_indx,-0.0021282988291512826
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,crude_wti,-0.0022062601154106886
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,gold,-0.002003351722176748
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,lead,-0.003583332900657208
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,maize,-0.008527407397956046
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,ngas_us,-0.0025801026724152033
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,nickel,-0.0016858553132545228
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,platinum,-0.006850995206290497
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,silver,-5.306894502585109e-4
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,soybeans,-0.007253518204953659
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,sugar_wld,-0.003337779501541078
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,tin,-0.00831986712771008
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,wheat_us_hrw,-0.004415696286778144
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,12,zinc,-0.0022696237557863702
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,aluminium,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,cocoa,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,coffee_arabic,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,copper,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,cotton_a_indx,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,crude_wti,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,gold,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,lead,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,maize,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,ngas_us,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,nickel,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,platinum,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,silver,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,soybeans,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,13,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,aluminium,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,cocoa,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,coffee_arabic,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,copper,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,cotton_a_indx,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,crude_wti,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,gold,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,lead,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,maize,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,ngas_us,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,nickel,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,platinum,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,silver,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,soybeans,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,14,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,aluminium,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,cocoa,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,coffee_arabic,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,copper,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,cotton_a_indx,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,crude_wti,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,gold,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,lead,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,maize,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,ngas_us,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,nickel,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,platinum,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,silver,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,soybeans,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,15,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,aluminium,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,cocoa,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,coffee_arabic,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,copper,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,cotton_a_indx,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,crude_wti,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,gold,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,lead,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,maize,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,ngas_us,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,nickel,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,platinum,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,silver,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,soybeans,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,16,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,aluminium,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,cocoa,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,coffee_arabic,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,copper,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,cotton_a_indx,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,crude_wti,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,gold,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,lead,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,maize,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,ngas_us,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,nickel,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,platinum,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,silver,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,soybeans,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,17,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,aluminium,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,cocoa,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,coffee_arabic,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,copper,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,cotton_a_indx,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,crude_wti,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,gold,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,lead,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,maize,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,ngas_us,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,nickel,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,platinum,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,silver,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,soybeans,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,sugar_wld,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,tin,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,wheat_us_hrw,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,18,zinc,0
vix,GIRF — aluminium to uncertainty shock,combined,aluminium,19,aluminium,0
