"2002-06-21,""21 Jun 2002"",""0.1645"""
"2002-06-28,""28 Jun 2002"",""0.1520"""
"2002-07-05,""05 Jul 2002"",""0.1933"""
"2002-07-12,""12 Jul 2002"",""0.1876"""
"2002-07-19,""19 Jul 2002"",""0.1938"""
"2002-07-26,""26 Jul 2002"",""0.2232"""
"2002-08-02,""02 Aug 2002"",""0.2277"""
"2002-08-09,""09 Aug 2002"",""0.2386"""
"2002-08-16,""16 Aug 2002"",""0.1924"""
"2002-08-23,""23 Aug 2002"",""0.2296"""
"2002-08-30,""30 Aug 2002"",""0.2231"""
"2002-09-06,""06 Sep 2002"",""0.2147"""
"2002-09-13,""13 Sep 2002"",""0.2343"""
"2002-09-20,""20 Sep 2002"",""0.2309"""
"2002-09-27,""27 Sep 2002"",""0.2381"""
"2002-10-04,""04 Oct 2002"",""0.2610"""
"2002-10-11,""11 Oct 2002"",""0.2758"""
"2002-10-18,""18 Oct 2002"",""0.2683"""
"2002-10-25,""25 Oct 2002"",""0.2581"""
"2002-11-01,""01 Nov 2002"",""0.2185"""
"2002-11-08,""08 Nov 2002"",""0.2375"""
"2002-11-15,""15 Nov 2002"",""0.2053"""
"2002-11-22,""22 Nov 2002"",""0.1833"""
"2002-11-29,""29 Nov 2002"",""0.2167"""
"2002-12-06,""06 Dec 2002"",""0.2081"""
"2002-12-13,""13 Dec 2002"",""0.2069"""
"2002-12-20,""20 Dec 2002"",""0.2500"""
"2002-12-27,""27 Dec 2002"",""0.1392"""
"2003-01-03,""03 Jan 2003"",""0.1915"""
"2003-01-10,""10 Jan 2003"",""0.1672"""
"2003-01-17,""17 Jan 2003"",""0.2078"""
"2003-01-24,""24 Jan 2003"",""0.2178"""
"2003-01-31,""31 Jan 2003"",""0.2127"""
"2003-02-07,""07 Feb 2003"",""0.1815"""
"2003-02-14,""14 Feb 2003"",""0.2120"""
"2003-02-21,""21 Feb 2003"",""0.1620"""
"2003-02-28,""28 Feb 2003"",""0.2281"""
"2003-03-07,""07 Mar 2003"",""0.1946"""
"2003-03-14,""14 Mar 2003"",""0.2080"""
"2003-03-21,""21 Mar 2003"",""0.2275"""
"2003-03-28,""28 Mar 2003"",""0.1925"""
"2003-04-04,""04 Apr 2003"",""0.2097"""
"2003-04-11,""11 Apr 2003"",""0.1693"""
"2003-04-18,""18 Apr 2003"",""0.1445"""
"2003-04-25,""25 Apr 2003"",""0.1420"""
"2003-05-02,""02 May 2003"",""0.1163"""
"2003-05-09,""09 May 2003"",""0.1567"""
"2003-05-16,""16 May 2003"",""0.1025"""
"2003-05-23,""23 May 2003"",""0.2322"""
"2003-05-30,""30 May 2003"",""0.1780"""
"2003-06-06,""06 Jun 2003"",""0.2111"""
"2003-06-13,""13 Jun 2003"",""0.1830"""
"2003-06-20,""20 Jun 2003"",""0.2099"""
"2003-06-27,""27 Jun 2003"",""0.1664"""
"2003-07-04,""04 Jul 2003"",""0.1234"""
"2003-07-11,""11 Jul 2003"",""0.1649"""
"2003-07-18,""18 Jul 2003"",""0.0977"""
"2003-07-25,""25 Jul 2003"",""0.0889"""
"2003-08-01,""01 Aug 2003"",""0.0881"""
"2003-08-08,""08 Aug 2003"",""0.0857"""
"2003-08-15,""15 Aug 2003"",""0.0890"""
"2003-08-22,""22 Aug 2003"",""0.1864"""
"2003-08-29,""29 Aug 2003"",""0.1322"""
"2003-09-05,""05 Sep 2003"",""0.0975"""
"2003-09-12,""12 Sep 2003"",""0.0853"""
"2003-09-19,""19 Sep 2003"",""0.0886"""
"2003-09-26,""26 Sep 2003"",""0.0994"""
"2003-10-03,""03 Oct 2003"",""0.1407"""
"2003-10-10,""10 Oct 2003"",""0.1262"""
"2003-10-17,""17 Oct 2003"",""0.1004"""
"2003-10-24,""24 Oct 2003"",""0.0883"""
"2003-10-31,""31 Oct 2003"",""0.0910"""
"2003-11-07,""07 Nov 2003"",""0.0948"""
"2003-11-14,""14 Nov 2003"",""0.0696"""
"2003-11-21,""21 Nov 2003"",""0.0732"""
"2003-11-28,""28 Nov 2003"",""0.0859"""
"2003-12-05,""05 Dec 2003"",""0.0777"""
"2003-12-12,""12 Dec 2003"",""0.0622"""
"2003-12-19,""19 Dec 2003"",""0.0479"""
"2003-12-26,""26 Dec 2003"",""0.0466"""
"2004-01-02,""02 Jan 2004"",""0.0674"""
"2004-01-09,""09 Jan 2004"",""0.1384"""
"2004-01-16,""16 Jan 2004"",""0.1143"""
"2004-01-23,""23 Jan 2004"",""0.1008"""
"2004-01-30,""30 Jan 2004"",""0.0822"""
"2004-02-06,""06 Feb 2004"",""0.0607"""
"2004-02-13,""13 Feb 2004"",""0.0884"""
"2004-02-20,""20 Feb 2004"",""0.0862"""
"2004-02-27,""27 Feb 2004"",""0.0856"""
"2004-03-05,""05 Mar 2004"",""0.1108"""
"2004-03-12,""12 Mar 2004"",""0.1082"""
"2004-03-19,""19 Mar 2004"",""0.0941"""
"2004-03-26,""26 Mar 2004"",""0.1006"""
"2004-04-02,""02 Apr 2004"",""0.0959"""
"2004-04-09,""09 Apr 2004"",""0.1268"""
"2004-04-16,""16 Apr 2004"",""0.0928"""
"2004-04-23,""23 Apr 2004"",""0.0851"""
"2004-04-30,""30 Apr 2004"",""0.0894"""
"2004-05-07,""07 May 2004"",""0.0757"""
"2004-05-14,""14 May 2004"",""0.1050"""
"2004-05-21,""21 May 2004"",""0.0737"""
"2004-05-28,""28 May 2004"",""0.0619"""
"2004-06-04,""04 Jun 2004"",""0.0585"""
"2004-06-11,""11 Jun 2004"",""0.0557"""
"2004-06-18,""18 Jun 2004"",""0.0507"""
"2004-06-25,""25 Jun 2004"",""0.0387"""
"2004-07-02,""02 Jul 2004"",""0.0425"""
"2004-07-09,""09 Jul 2004"",""0.0321"""
"2004-07-16,""16 Jul 2004"",""0.0418"""
"2004-07-23,""23 Jul 2004"",""0.0723"""
"2004-07-30,""30 Jul 2004"",""0.0857"""
"2004-08-06,""06 Aug 2004"",""0.0896"""
"2004-08-13,""13 Aug 2004"",""0.0654"""
"2004-08-20,""20 Aug 2004"",""0.0454"""
"2004-08-27,""27 Aug 2004"",""0.0753"""
"2004-09-03,""03 Sep 2004"",""0.0832"""
"2004-09-10,""10 Sep 2004"",""0.0715"""
"2004-09-17,""17 Sep 2004"",""0.0680"""
"2004-09-24,""24 Sep 2004"",""0.0628"""
"2004-10-01,""01 Oct 2004"",""0.0828"""
"2004-10-08,""08 Oct 2004"",""0.0542"""
"2004-10-15,""15 Oct 2004"",""0.0723"""
"2004-10-22,""22 Oct 2004"",""0.0687"""
"2004-10-29,""29 Oct 2004"",""0.0660"""
"2004-11-05,""05 Nov 2004"",""0.0621"""
"2004-11-12,""12 Nov 2004"",""0.0517"""
"2004-11-19,""19 Nov 2004"",""0.0513"""
"2004-11-26,""26 Nov 2004"",""0.0445"""
"2004-12-03,""03 Dec 2004"",""0.0598"""
"2004-12-10,""10 Dec 2004"",""0.0480"""
"2004-12-17,""17 Dec 2004"",""0.0544"""
"2004-12-24,""24 Dec 2004"",""0.0468"""
"2004-12-31,""31 Dec 2004"",""0.0467"""
"2005-01-07,""07 Jan 2005"",""0.0806"""
"2005-01-14,""14 Jan 2005"",""0.0567"""
"2005-01-21,""21 Jan 2005"",""0.0464"""
"2005-01-28,""28 Jan 2005"",""0.0482"""
"2005-02-04,""04 Feb 2005"",""0.0890"""
"2005-02-11,""11 Feb 2005"",""0.0594"""
"2005-02-18,""18 Feb 2005"",""0.0574"""
"2005-02-25,""25 Feb 2005"",""0.0939"""
"2005-03-04,""04 Mar 2005"",""0.0655"""
"2005-03-11,""11 Mar 2005"",""0.0798"""
"2005-03-18,""18 Mar 2005"",""0.0863"""
"2005-03-25,""25 Mar 2005"",""0.0726"""
"2005-04-01,""01 Apr 2005"",""0.0565"""
"2005-04-08,""08 Apr 2005"",""0.0667"""
"2005-04-15,""15 Apr 2005"",""0.0838"""
"2005-04-22,""22 Apr 2005"",""0.1176"""
"2005-04-29,""29 Apr 2005"",""0.1260"""
"2005-05-06,""06 May 2005"",""0.1024"""
"2005-05-13,""13 May 2005"",""0.1175"""
"2005-05-20,""20 May 2005"",""0.0931"""
"2005-05-27,""27 May 2005"",""0.0755"""
"2005-06-03,""03 Jun 2005"",""0.1155"""
"2005-06-10,""10 Jun 2005"",""0.0656"""
"2005-06-17,""17 Jun 2005"",""0.1293"""
"2005-06-24,""24 Jun 2005"",""0.0883"""
"2005-07-01,""01 Jul 2005"",""0.1083"""
"2005-07-08,""08 Jul 2005"",""0.0959"""
"2005-07-15,""15 Jul 2005"",""0.0769"""
"2005-07-22,""22 Jul 2005"",""0.1048"""
"2005-07-29,""29 Jul 2005"",""0.0630"""
"2005-08-05,""05 Aug 2005"",""0.0852"""
"2005-08-12,""12 Aug 2005"",""0.0668"""
"2005-08-19,""19 Aug 2005"",""0.0630"""
"2005-08-26,""26 Aug 2005"",""0.0503"""
"2005-09-02,""02 Sep 2005"",""0.0728"""
"2005-09-09,""09 Sep 2005"",""0.0664"""
"2005-09-16,""16 Sep 2005"",""0.0686"""
"2005-09-23,""23 Sep 2005"",""0.0764"""
"2005-09-30,""30 Sep 2005"",""0.1011"""
"2005-10-07,""07 Oct 2005"",""0.1225"""
"2005-10-14,""14 Oct 2005"",""0.1225"""
"2005-10-21,""21 Oct 2005"",""0.1048"""
"2005-10-28,""28 Oct 2005"",""0.1360"""
"2005-11-04,""04 Nov 2005"",""0.1483"""
"2005-11-11,""11 Nov 2005"",""0.1049"""
"2005-11-18,""18 Nov 2005"",""0.0946"""
"2005-11-25,""25 Nov 2005"",""0.0718"""
"2005-12-02,""02 Dec 2005"",""0.1006"""
"2005-12-09,""09 Dec 2005"",""0.0564"""
"2005-12-16,""16 Dec 2005"",""0.0759"""
"2005-12-23,""23 Dec 2005"",""0.0593"""
"2005-12-30,""30 Dec 2005"",""0.0373"""
"2006-01-06,""06 Jan 2006"",""0.0749"""
"2006-01-13,""13 Jan 2006"",""0.0773"""
"2006-01-20,""20 Jan 2006"",""0.0792"""
"2006-01-27,""27 Jan 2006"",""0.1073"""
"2006-02-03,""03 Feb 2006"",""0.0874"""
"2006-02-10,""10 Feb 2006"",""0.0988"""
"2006-02-17,""17 Feb 2006"",""0.0707"""
"2006-02-24,""24 Feb 2006"",""0.0726"""
"2006-03-03,""03 Mar 2006"",""0.1056"""
"2006-03-10,""10 Mar 2006"",""0.1142"""
"2006-03-17,""17 Mar 2006"",""0.0551"""
"2006-03-24,""24 Mar 2006"",""0.0523"""
"2006-03-31,""31 Mar 2006"",""0.0968"""
"2006-04-07,""07 Apr 2006"",""0.0871"""
"2006-04-14,""14 Apr 2006"",""0.0764"""
"2006-04-21,""21 Apr 2006"",""0.0665"""
"2006-04-28,""28 Apr 2006"",""0.1058"""
"2006-05-05,""05 May 2006"",""0.0742"""
"2006-05-12,""12 May 2006"",""0.0992"""
"2006-05-19,""19 May 2006"",""0.1833"""
"2006-05-26,""26 May 2006"",""0.1482"""
"2006-06-02,""02 Jun 2006"",""0.0940"""
"2006-06-09,""09 Jun 2006"",""0.1298"""
"2006-06-16,""16 Jun 2006"",""0.1671"""
"2006-06-23,""23 Jun 2006"",""0.1147"""
"2006-06-30,""30 Jun 2006"",""0.1258"""
"2006-07-07,""07 Jul 2006"",""0.1136"""
"2006-07-14,""14 Jul 2006"",""0.1258"""
"2006-07-21,""21 Jul 2006"",""0.1091"""
"2006-07-28,""28 Jul 2006"",""0.1167"""
"2006-08-04,""04 Aug 2006"",""0.1329"""
"2006-08-11,""11 Aug 2006"",""0.0865"""
"2006-08-18,""18 Aug 2006"",""0.0685"""
"2006-08-25,""25 Aug 2006"",""0.0839"""
"2006-09-01,""01 Sep 2006"",""0.0567"""
"2006-09-08,""08 Sep 2006"",""0.0803"""
"2006-09-15,""15 Sep 2006"",""0.0640"""
"2006-09-22,""22 Sep 2006"",""0.0840"""
"2006-09-29,""29 Sep 2006"",""0.0747"""
"2006-10-06,""06 Oct 2006"",""0.0569"""
"2006-10-13,""13 Oct 2006"",""0.0499"""
"2006-10-20,""20 Oct 2006"",""0.0680"""
"2006-10-27,""27 Oct 2006"",""0.0352"""
"2006-11-03,""03 Nov 2006"",""0.0416"""
"2006-11-10,""10 Nov 2006"",""0.0433"""
"2006-11-17,""17 Nov 2006"",""0.0398"""
"2006-11-24,""24 Nov 2006"",""0.0360"""
"2006-12-01,""01 Dec 2006"",""0.0963"""
"2006-12-08,""08 Dec 2006"",""0.0547"""
"2006-12-15,""15 Dec 2006"",""0.0500"""
"2006-12-22,""22 Dec 2006"",""0.0347"""
"2006-12-29,""29 Dec 2006"",""0.0387"""
"2007-01-05,""05 Jan 2007"",""0.0823"""
"2007-01-12,""12 Jan 2007"",""0.0684"""
"2007-01-19,""19 Jan 2007"",""0.0321"""
"2007-01-26,""26 Jan 2007"",""0.0613"""
"2007-02-02,""02 Feb 2007"",""0.0505"""
"2007-02-09,""09 Feb 2007"",""0.0568"""
"2007-02-16,""16 Feb 2007"",""0.0928"""
"2007-02-23,""23 Feb 2007"",""0.0480"""
"2007-03-02,""02 Mar 2007"",""0.1642"""
"2007-03-09,""09 Mar 2007"",""0.1393"""
"2007-03-16,""16 Mar 2007"",""0.1967"""
"2007-03-23,""23 Mar 2007"",""0.1861"""
"2007-03-30,""30 Mar 2007"",""0.1014"""
"2007-04-06,""06 Apr 2007"",""0.0893"""
"2007-04-13,""13 Apr 2007"",""0.0811"""
"2007-04-20,""20 Apr 2007"",""0.1093"""
"2007-04-27,""27 Apr 2007"",""0.0664"""
"2007-05-04,""04 May 2007"",""0.0579"""
"2007-05-11,""11 May 2007"",""0.0621"""
"2007-05-18,""18 May 2007"",""0.0506"""
"2007-05-25,""25 May 2007"",""0.0622"""
"2007-06-01,""01 Jun 2007"",""0.0703"""
"2007-06-08,""08 Jun 2007"",""0.0980"""
"2007-06-15,""15 Jun 2007"",""0.0768"""
"2007-06-22,""22 Jun 2007"",""0.0420"""
"2007-06-29,""29 Jun 2007"",""0.0799"""
"2007-07-06,""06 Jul 2007"",""0.0506"""
"2007-07-13,""13 Jul 2007"",""0.1091"""
"2007-07-20,""20 Jul 2007"",""0.1140"""
"2007-07-27,""27 Jul 2007"",""0.1520"""
"2007-08-03,""03 Aug 2007"",""0.2029"""
"2007-08-10,""10 Aug 2007"",""0.3043"""
"2007-08-17,""17 Aug 2007"",""0.3325"""
"2007-08-24,""24 Aug 2007"",""0.3451"""
"2007-08-31,""31 Aug 2007"",""0.2967"""
"2007-09-07,""07 Sep 2007"",""0.3078"""
"2007-09-14,""14 Sep 2007"",""0.2807"""
"2007-09-21,""21 Sep 2007"",""0.3478"""
"2007-09-28,""28 Sep 2007"",""0.3040"""
"2007-10-05,""05 Oct 2007"",""0.2420"""
"2007-10-12,""12 Oct 2007"",""0.2270"""
"2007-10-19,""19 Oct 2007"",""0.2075"""
"2007-10-26,""26 Oct 2007"",""0.2666"""
"2007-11-02,""02 Nov 2007"",""0.2418"""
"2007-11-09,""09 Nov 2007"",""0.2517"""
"2007-11-16,""16 Nov 2007"",""0.3058"""
"2007-11-23,""23 Nov 2007"",""0.4013"""
"2007-11-30,""30 Nov 2007"",""0.4039"""
"2007-12-07,""07 Dec 2007"",""0.3598"""
"2007-12-14,""14 Dec 2007"",""0.3614"""
"2007-12-21,""21 Dec 2007"",""0.3430"""
"2007-12-28,""28 Dec 2007"",""0.1949"""
"2008-01-04,""04 Jan 2008"",""0.3103"""
"2008-01-11,""11 Jan 2008"",""0.4102"""
"2008-01-18,""18 Jan 2008"",""0.4876"""
"2008-01-25,""25 Jan 2008"",""0.5999"""
"2008-02-01,""01 Feb 2008"",""0.4885"""
"2008-02-08,""08 Feb 2008"",""0.5001"""
"2008-02-15,""15 Feb 2008"",""0.4842"""
"2008-02-22,""22 Feb 2008"",""0.3811"""
"2008-02-29,""29 Feb 2008"",""0.4459"""
"2008-03-07,""07 Mar 2008"",""0.4909"""
"2008-03-14,""14 Mar 2008"",""0.5440"""
"2008-03-21,""21 Mar 2008"",""0.5631"""
"2008-03-28,""28 Mar 2008"",""0.5293"""
"2008-04-04,""04 Apr 2008"",""0.4895"""
"2008-04-11,""11 Apr 2008"",""0.4328"""
"2008-04-18,""18 Apr 2008"",""0.5350"""
"2008-04-25,""25 Apr 2008"",""0.4477"""
"2008-05-02,""02 May 2008"",""0.3625"""
"2008-05-09,""09 May 2008"",""0.3572"""
"2008-05-16,""16 May 2008"",""0.3760"""
"2008-05-23,""23 May 2008"",""0.4511"""
"2008-05-30,""30 May 2008"",""0.3730"""
"2008-06-06,""06 Jun 2008"",""0.5396"""
"2008-06-13,""13 Jun 2008"",""0.4650"""
"2008-06-20,""20 Jun 2008"",""0.4129"""
"2008-06-27,""27 Jun 2008"",""0.4266"""
"2008-07-04,""04 Jul 2008"",""0.4885"""
"2008-07-11,""11 Jul 2008"",""0.3904"""
"2008-07-18,""18 Jul 2008"",""0.4166"""
"2008-07-25,""25 Jul 2008"",""0.3768"""
"2008-08-01,""01 Aug 2008"",""0.3648"""
"2008-08-08,""08 Aug 2008"",""0.3951"""
"2008-08-15,""15 Aug 2008"",""0.3805"""
"2008-08-22,""22 Aug 2008"",""0.3852"""
"2008-08-29,""29 Aug 2008"",""0.3234"""
"2008-09-05,""05 Sep 2008"",""0.4441"""
"2008-09-12,""12 Sep 2008"",""0.4811"""
"2008-09-19,""19 Sep 2008"",""0.5540"""
"2008-09-26,""26 Sep 2008"",""0.5702"""
"2008-10-03,""03 Oct 2008"",""0.7048"""
"2008-10-10,""10 Oct 2008"",""0.7384"""
"2008-10-17,""17 Oct 2008"",""0.7161"""
"2008-10-24,""24 Oct 2008"",""0.7515"""
"2008-10-31,""31 Oct 2008"",""0.7627"""
"2008-11-07,""07 Nov 2008"",""0.7708"""
"2008-11-14,""14 Nov 2008"",""0.7577"""
"2008-11-21,""21 Nov 2008"",""0.7828"""
"2008-11-28,""28 Nov 2008"",""0.8041"""
"2008-12-05,""05 Dec 2008"",""0.7565"""
"2008-12-12,""12 Dec 2008"",""0.8402"""
