date,commodity,price,log_return,vol_proxy
1964-04-01,Aluminium,529.10888671875,0.008368598642537299,7.003344323987712e-5
1964-05-01,Aluminium,529.10888671875,0,0
1964-06-01,Aluminium,529.10888671875,0,0
1964-07-01,Aluminium,529.10888671875,0,0
1964-08-01,Aluminium,529.10888671875,0,0
1964-09-01,Aluminium,529.10888671875,0,0
1964-10-01,Aluminium,529.10888671875,0,0
1964-11-01,Aluminium,529.10888671875,0,0
1964-12-01,Aluminium,540.1318359375,0.020619004701577695,4.251433548836831e-4
1965-01-01,Aluminium,540.1318359375,0,0
1965-02-01,Aluminium,540.1318359375,0,0
1965-03-01,Aluminium,540.1318359375,0,0
1965-04-01,Aluminium,540.1318359375,0,0
1965-05-01,Aluminium,540.1318359375,0,0
1965-06-01,Aluminium,540.1318359375,0,0
1965-07-01,Aluminium,540.1318359375,0,0
1965-08-01,Aluminium,540.1318359375,0,0
1965-09-01,Aluminium,540.1318359375,0,0
1965-10-01,Aluminium,540.1318359375,0,0
1965-11-01,Aluminium,540.1318359375,0,0
1965-12-01,Aluminium,540.1318359375,0,0
1966-01-01,Aluminium,540.1318359375,0,0
1966-02-01,Aluminium,540.1318359375,0,0
1966-03-01,Aluminium,540.1318359375,0,0
1966-04-01,Aluminium,540.1318359375,0,0
1966-05-01,Aluminium,540.1318359375,0,0
1966-06-01,Aluminium,540.1318359375,0,0
1966-07-01,Aluminium,540.1318359375,0,0
1966-08-01,Aluminium,540.1318359375,0,0
1966-09-01,Aluminium,540.1318359375,0,0
1966-10-01,Aluminium,540.1318359375,0,0
1966-11-01,Aluminium,540.1318359375,0,0
1966-12-01,Aluminium,540.1318359375,0,0
1967-01-01,Aluminium,540.1318359375,0,0
1967-02-01,Aluminium,540.1318359375,0,0
1967-03-01,Aluminium,540.1318359375,0,0
1967-04-01,Aluminium,540.1318359375,0,0
1967-05-01,Aluminium,540.1318359375,0,0
1967-06-01,Aluminium,540.1318359375,0,0
1967-07-01,Aluminium,540.1318359375,0,0
1967-08-01,Aluminium,540.1318359375,0,0
1967-09-01,Aluminium,540.1318359375,0,0
1967-10-01,Aluminium,540.1318359375,0,0
1967-11-01,Aluminium,540.1318359375,0,0
1967-12-01,Aluminium,540.1318359375,0,0
1968-01-01,Aluminium,540.1318359375,0,0
1968-02-01,Aluminium,540.1318359375,0,0
1968-03-01,Aluminium,540.1318359375,0,0
1968-04-01,Aluminium,540.1318359375,0,0
1968-05-01,Aluminium,540.1318359375,0,0
1968-06-01,Aluminium,562.17797851563,0.04000523712309386,0.0016004189972749672
1968-07-01,Aluminium,562.17797851563,0,0
1968-08-01,Aluminium,562.17797851563,0,0
1968-09-01,Aluminium,562.17797851563,0,0
1968-10-01,Aluminium,562.17797851563,0,0
1968-11-01,Aluminium,562.17797851563,0,0
1968-12-01,Aluminium,562.17797851563,0,0
1969-01-01,Aluminium,573.201171875,0.019418252886460794,3.7706854516254297e-4
1969-02-01,Aluminium,584.22436523438,0.01904835569704978,3.628398547613288e-4
1969-03-01,Aluminium,584.22436523438,0,0
1969-04-01,Aluminium,584.22436523438,0,0
1969-05-01,Aluminium,584.22436523438,0,0
1969-06-01,Aluminium,584.22436523438,0,0
1969-07-01,Aluminium,584.22436523438,0,0
1969-08-01,Aluminium,584.22436523438,0,0
1969-09-01,Aluminium,584.22436523438,0,0
1969-10-01,Aluminium,601.861328125,0.029741970729455957,8.84584822871815e-4
1969-11-01,Aluminium,606.2705078125,0.007299202177241782,5.327835242425117e-5
1969-12-01,Aluminium,606.2705078125,0,0
1970-01-01,Aluminium,606.2705078125,0,0
1970-02-01,Aluminium,606.2705078125,0,0
1970-03-01,Aluminium,606.2705078125,0,0
1970-04-01,Aluminium,612.88427734375,0.010849868273545938,1.1771964155329872e-4
1970-05-01,Aluminium,617.29370117188,0.007168788238840383,5.13915248133362e-5
1970-06-01,Aluminium,617.29370117188,0,0
1970-07-01,Aluminium,617.29370117188,0,0
1970-08-01,Aluminium,617.29370117188,0,0
1970-09-01,Aluminium,617.29370117188,0,0
1970-10-01,Aluminium,617.29370117188,0,0
1970-11-01,Aluminium,617.29370117188,0,0
1970-12-01,Aluminium,617.29370117188,0,0
1971-01-01,Aluminium,617.29370117188,0,0
1971-02-01,Aluminium,617.29370117188,0,0
1971-03-01,Aluminium,617.29370117188,0,0
1971-04-01,Aluminium,617.29370117188,0,0
1971-05-01,Aluminium,617.29370117188,0,0
1971-06-01,Aluminium,617.29370117188,0,0
1971-07-01,Aluminium,617.29370117188,0,0
1971-08-01,Aluminium,628.31665039063,0.017699334247532984,3.1326643280589397e-4
1971-09-01,Aluminium,639.33984375,0.01739189009782932,3.024778411749736e-4
1971-10-01,Aluminium,639.33984375,0,0
1971-11-01,Aluminium,641.54443359375,0.0034422969501119584,1.184940829275009e-5
1971-12-01,Aluminium,665.79516601563,0.03710361789246259,0.0013766784607098699
1972-01-01,Aluminium,670.20458984375,0.006600959049027071,4.357266036693237e-5
1972-02-01,Aluminium,670.20458984375,0,0
1972-03-01,Aluminium,670.20458984375,0,0
1972-04-01,Aluminium,670.20458984375,0,0
1972-05-01,Aluminium,599.65673828125,-0.11122563511022437,0.012371141905672777
1972-06-01,Aluminium,566.58740234375,-0.056726035262859825,0.0032178430766432163
1972-07-01,Aluminium,537.92724609375,-0.0519080326670889,0.0026944438553675684
1972-08-01,Aluminium,540.1318359375,0.00408992967752062,1.6727524767063924e-5
1972-09-01,Aluminium,537.92724609375,-0.004089929677520521,1.6727524767063118e-5
1972-10-01,Aluminium,537.92724609375,0,0
1972-11-01,Aluminium,540.1318359375,0.00408992967752062,1.6727524767063924e-5
1972-12-01,Aluminium,540.1318359375,0,0
1973-01-01,Aluminium,542.33642578125,0.004073270265449349,1.6591530655393807e-5
1973-02-01,Aluminium,557.76879882813,0.028058016850196967,7.872523095659369e-4
1973-03-01,Aluminium,570.99658203125,0.023438686201837044,5.493720108681862e-4
1973-04-01,Aluminium,570.99658203125,0,0
1973-05-01,Aluminium,582.01977539063,0.019121201785272234,3.6562035771309806e-4
1973-06-01,Aluminium,601.861328125,0.03352264133330488,0.001123767481961401
1973-07-01,Aluminium,634.9306640625,0.053488735656316407,0.002861044842111294
1973-08-01,Aluminium,619.49829101563,-0.024605860063954117,6.054483494868921e-4
1973-09-01,Aluminium,604.06591796875,-0.025226614724472518,6.363820904569736e-4
1973-10-01,Aluminium,621.70288085938,0.028778967416450113,8.282289655570972e-4
1973-11-01,Aluminium,650.36279296875,0.045068055108394824,0.002031129591253313
1973-12-01,Aluminium,632.72583007813,-0.02749314973607963,7.558732824104954e-4
1974-01-01,Aluminium,604.06591796875,-0.04635387278876543,0.0021486815225170482
1974-02-01,Aluminium,619.49829101563,0.025226614724472643,6.363820904569799e-4
1974-03-01,Aluminium,687.84155273438,0.10464856773749782,0.010951322729509671
1974-04-01,Aluminium,751.775390625,0.08887908650399505,0.007899492017784636
1974-05-01,Aluminium,765.00317382813,0.017442385957107617,3.04236827876705e-4
1974-06-01,Aluminium,756.1845703125,-0.011594495605810442,1.3443232835315763e-4
1974-07-01,Aluminium,760.59399414063,0.005814212243236273,3.380506400939858e-5
1974-08-01,Aluminium,848.77880859375,0.10969892142507746,0.01203385336182532
1974-09-01,Aluminium,837.75561523438,-0.013072191323772039,1.7088218600530097e-4
1974-10-01,Aluminium,844.36938476563,0.007863629174211295,6.183666378950701e-5
1974-11-01,Aluminium,842.16479492188,-0.0026143449993040672,6.834799775386183e-6
1974-12-01,Aluminium,859.8017578125,0.0207261349770572,4.295726710871938e-4
1975-01-01,Aluminium,895.07568359375,0.04020642887064852,0.0016165569225305189
1975-02-01,Aluminium,908.30346679688,0.014670259923850584,2.1521652623333656e-4
1975-03-01,Aluminium,917.12182617188,0.009661779102469667,9.334997542491956e-5
1975-04-01,Aluminium,897.2802734375,-0.02187204669402782,4.783864265857333e-4
1975-05-01,Aluminium,903.89428710938,0.007344144809470487,5.393646298247229e-5
1975-06-01,Aluminium,903.89428710938,0,0
1975-07-01,Aluminium,864.2109375,-0.0448955348843946,0.0020156090525558926
1975-08-01,Aluminium,837.75561523438,-0.031090450279980777,9.666160986119567e-4
1975-09-01,Aluminium,826.732421875,-0.01324533943330232,1.7543901670339341e-4
1975-10-01,Aluminium,815.70947265625,-0.0134228367623746,1.8017254674935503e-4
1975-11-01,Aluminium,813.5048828125,-0.0027063242868190372,7.3241911454265705e-6
1975-12-01,Aluminium,837.75561523438,0.029374500482495857,8.628612785961493e-4
1976-01-01,Aluminium,853.18798828125,0.018253478713825936,3.3318948515609657e-4
1976-02-01,Aluminium,850.9833984375,-0.00258728798140329,6.694059098713911e-6
1976-03-01,Aluminium,815.70947265625,-0.04233436692809961,0.0017921986232029739
1976-04-01,Aluminium,820.11865234375,0.005390774614813594,2.9060450947718657e-5
1976-05-01,Aluminium,824.52783203125,0.005361869912975397,2.8749648963670788e-5
1976-06-01,Aluminium,804.68627929688,-0.024358411382994234,5.93332205103183e-4
1976-07-01,Aluminium,903.89428710938,0.11625992821525756,0.013516370908616841
1976-08-01,Aluminium,939.16821289063,0.03828218910715433,0.0014655260028359255
1976-09-01,Aluminium,996.48828125,0.05924277605088531,0.0035097065142153496
1976-10-01,Aluminium,947.98657226563,-0.049897041796071386,0.0024897147799988945
1976-11-01,Aluminium,947.98657226563,0,0
1976-12-01,Aluminium,974.44213867188,0.02752480390603923,7.576148300659125e-4
1977-01-01,Aluminium,1058.21752929688,0.08247605375096154,0.0068022994423314964
1977-02-01,Aluminium,1078.05908203125,0.018576361511224288,3.450812069956951e-4
1977-03-01,Aluminium,1082.46850585938,0.004081808512901214,1.666116073599282e-5
1977-04-01,Aluminium,1082.46850585938,0,0
1977-05-01,Aluminium,1082.46850585938,0,0
1977-06-01,Aluminium,1102.31005859375,0.018163944464953626,3.2992887852591944e-4
1977-07-01,Aluminium,1170.6533203125,0.06015395535366421,0.003618498344690627
1977-08-01,Aluminium,1183.880859375,0.011235919475301321,1.2624588645545552e-4
1977-09-01,Aluminium,1183.880859375,0,0
1977-10-01,Aluminium,1203.72241210938,0.016620859707519784,2.762529774170546e-4
1977-11-01,Aluminium,1236.79174804688,0.02710196123137162,7.345163025867704e-4
1977-12-01,Aluminium,1261.04272460938,0.019418211129110415,3.7706692345470757e-4
1978-01-01,Aluminium,1316.158203125,0.042778102879586014,0.0018299660859764453
1978-02-01,Aluminium,1320.5673828125,0.0033444388910528833,1.118527149598704e-5
1978-03-01,Aluminium,1298.52124023438,-0.016835370206724064,2.8342968999745227e-4
1978-04-01,Aluminium,1258.83813476563,-0.031036929214576618,9.632909750706396e-4
1978-05-01,Aluminium,1236.79174804688,-0.017668453478448583,3.1217424832010186e-4
1978-06-01,Aluminium,1247.81494140625,0.008873248012704447,7.873453029496341e-5
1978-07-01,Aluminium,1289.70263671875,0.0330177028071439,0.0010901686986608784
1978-08-01,Aluminium,1320.5673828125,0.02364980207990109,5.59313138418494e-4
1978-09-01,Aluminium,1382.29663085938,0.04568486143170284,0.0020871065640338895
1978-10-01,Aluminium,1424.62548828125,0.030162622796210195,9.097838139464589e-4
1978-11-01,Aluminium,1394.42211914063,-0.021428886002033083,4.591971552881294e-4
1978-12-01,Aluminium,1408.75219726563,0.010224268162412845,1.0453565945692894e-4
1979-01-01,Aluminium,1264.75634765625,-0.1078248530185172,0.011626198928464837
1979-02-01,Aluminium,1441.91015625,0.13108923888406093,0.01718438855120239
1979-03-01,Aluminium,1541.69091796875,0.06691108078354735,0.004477092731622399
1979-04-01,Aluminium,1569.18627929688,0.01767737881138695,3.1248972164127234e-4
1979-05-01,Aluminium,1576.08227539063,0.004385003711877865,1.9228257553182655e-5
1979-06-01,Aluminium,1596.5595703125,0.012908850274088664,1.6663841539883898e-4
1979-07-01,Aluminium,1534.46801757813,-0.03966729292677235,0.001573494128138364
1979-08-01,Aluminium,1561.89428710938,0.017715618602854376,3.138431424818e-4
1979-09-01,Aluminium,1615.60888671875,0.0338125340403526,0.0011432874582300034
1979-10-01,Aluminium,1786.22021484375,0.1003898701771546,0.010078126034185956
1979-11-01,Aluminium,1832.54736328125,0.025605225272186994,6.556275612394435e-4
1979-12-01,Aluminium,1913.49438476563,0.04322409063344462,0.001868322011088235
1980-01-01,Aluminium,2054.86010742188,0.07127668004032774,0.005080365117571255
1980-02-01,Aluminium,2131.00854492188,0.036387591542529386,0.0013240568182659562
1980-03-01,Aluminium,1978.37890625,-0.07431758778294931,0.005523103853876376
1980-04-01,Aluminium,1932.45556640625,-0.023486266732269973,5.516047250193313e-4
1980-05-01,Aluminium,1775.8037109375,-0.08453839307001995,0.007146739902861197
1980-06-01,Aluminium,1668.96044921875,-0.062052168234698855,0.00385047158262737
1980-07-01,Aluminium,1758.07495117188,0.052018485589023895,0.0027059228429754867
1980-08-01,Aluminium,1783.62719726563,0.014429609482534782,2.082136298184577e-4
1980-09-01,Aluminium,1655.06567382813,-0.07480835206483967,0.005596289538657002
1980-10-01,Aluminium,1626.15209960938,-0.01762414116708009,3.106103518771671e-4
1980-11-01,Aluminium,1503.91015625,-0.07814806173856523,0.006107119553494603
1980-12-01,Aluminium,1430.65673828125,-0.04993489082276068,0.002493493321481029
1981-01-01,Aluminium,1430.82958984375,1.2081243304318496e-4,1.4595643977814051e-8
1981-02-01,Aluminium,1452.38110351563,0.01494994113215108,2.235007398547827e-4
1981-03-01,Aluminium,1442.95190429688,-0.006513401069206874,4.242439348834525e-5
1981-04-01,Aluminium,1369.23461914063,-0.05243903731620205,0.0027498526346500314
1981-05-01,Aluminium,1296.99584960938,-0.054201206228051635,0.0029377707565757835
1981-06-01,Aluminium,1232.40673828125,-0.05108175000205668,0.002609345183272618
1981-07-01,Aluminium,1175.31127929688,-0.0474359242724268,0.00225016691157941
1981-08-01,Aluminium,1230.82885742188,0.04615477919808522,0.0021302636428240005
1981-09-01,Aluminium,1168.9111328125,-0.051615150495072856,0.00266412376062902
1981-10-01,Aluminium,1140.181640625,-0.024885076169259602,6.192670159498522e-4
1981-11-01,Aluminium,1081.84643554688,-0.052518339725541326,0.002758176007527372
1981-12-01,Aluminium,1130.88427734375,0.04433062914627645,0.0019652046805046955
1982-01-01,Aluminium,1113.3,-0.015671295263898957,2.455894952483019e-4
1982-02-01,Aluminium,1087.7,-0.023263202634856924,5.411765968304142e-4
1982-03-01,Aluminium,1029.2,-0.0552835736922155,0.003056273520182622
1982-04-01,Aluminium,996.2,-0.03258903976840604,0.0010620455130267504
1982-05-01,Aluminium,973.3,-0.023255681206735122,5.408267083892932e-4
1982-06-01,Aluminium,918.8,-0.057623888617504775,0.0033205125394025962
1982-07-01,Aluminium,957.8,0.04157051709356587,0.0017281078914264524
1982-08-01,Aluminium,958.9,0.0011478062511265862,1.317459190125268e-6
1982-09-01,Aluminium,959.5,6.255212881191413e-4,3.9127688189022973e-7
1982-10-01,Aluminium,951.5,-0.008372628711550369,7.010091154147759e-5
1982-11-01,Aluminium,965.2,0.014295647014672563,2.0436552356811657e-4
1982-12-01,Aluminium,987.4,0.02273989207388576,5.171026915319724e-4
1983-01-01,Aluminium,1076.5,0.08639509097965523,0.007464111745382904
1983-02-01,Aluminium,1230.4,0.1336242819469619,0.01785544872584117
1983-03-01,Aluminium,1301.8,0.05640860238690728,0.0031819304232442018
1983-04-01,Aluminium,1363.6,0.04638033912546116,0.0021511358573927833
1983-05-01,Aluminium,1453.4,0.06377737791878758,0.004067553934195854
1983-06-01,Aluminium,1465.6,0.008359075737330142,6.987414718242146e-5
1983-07-01,Aluminium,1520.2,0.036577190212074326,0.0013378908438102658
1983-08-01,Aluminium,1603.6,0.05340919663641164,0.002852542285346884
1983-09-01,Aluminium,1613.7,0.006278577178954688,3.9420531392090614e-5
1983-10-01,Aluminium,1566.3,-0.02981352886269022,8.888465032464628e-4
1983-11-01,Aluminium,1516.8,-0.03211329758385901,0.0010312638817094849
1983-12-01,Aluminium,1549.3,0.02120036350148873,4.4945541259525546e-4
1984-01-01,Aluminium,1548.9,-2.58214448532909e-4,6.667470143115431e-8
1984-02-01,Aluminium,1491.2,-0.03796383662238646,0.0014412528910912516
1984-03-01,Aluminium,1455.8,-0.024025587247169213,5.772288425713399e-4
1984-04-01,Aluminium,1370.3,-0.06052588373200221,0.00366338260153985
1984-05-01,Aluminium,1289.1,-0.061085393503096254,0.003731425299428114
1984-06-01,Aluminium,1275,-0.010998121856532579,1.2095868437113962e-4
1984-07-01,Aluminium,1162.8,-0.09211528890780575,0.008485226450568522
1984-08-01,Aluminium,1135.8,-0.023493641241388738,5.519511787790818e-4
1984-09-01,Aluminium,1012.1,-0.11530986824847665,0.013296365715481043
1984-10-01,Aluminium,1027.9,0.015490505824020775,2.3995577068402157e-4
1984-11-01,Aluminium,1151.8,0.1138080500536955,0.01295227225702446
1984-12-01,Aluminium,1095.2,-0.05038894109833274,0.002539045385011246
1985-01-01,Aluminium,1075.4,-0.018244309598661402,3.328548327318086e-4
1985-02-01,Aluminium,1098.2,0.020979790469194466,4.4015160813130297e-4
1985-03-01,Aluminium,1095.3,-0.0026441775150714444,6.991674731209399e-6
1985-04-01,Aluminium,1106.3,0.009992815711164296,9.985636583729199e-5
1985-05-01,Aluminium,1105.2,-9.94799991603583e-4,9.89627023294489e-7
1985-06-01,Aluminium,1032.2,-0.06833386733463473,0.00466951742490746
1985-07-01,Aluminium,1011.6,-0.020159210918816686,4.063937848693379e-4
1985-08-01,Aluminium,1019.3,0.007582881378556876,5.750009000126462e-5
1985-09-01,Aluminium,985.1,-0.03412823731273363,0.001164736582074264
1985-10-01,Aluminium,970.5,-0.014931756252568495,2.2295734478611833e-4
1985-11-01,Aluminium,950.4,-0.020928454000684448,4.3800018685876486e-4
1985-12-01,Aluminium,1039.2,0.0893235167480093,0.007978690644231897
1986-01-01,Aluminium,1119.24,0.07419869717038272,0.00550544666178216
1986-02-01,Aluminium,1114.85,-0.003930016830392908,1.5445032287171518e-5
1986-03-01,Aluminium,1168.01,0.04658157929897774,0.0021698435299869518
1986-04-01,Aluminium,1164.44,-0.0030611612577205504,9.370708245769261e-6
1986-05-01,Aluminium,1164.3,-1.202366946664638e-4,1.4456862744316445e-8
1986-06-01,Aluminium,1183.04,0.015967348705296713,2.549562246765406e-4
1986-07-01,Aluminium,1123.06,-0.052030294120057614,0.002707151506219702
1986-08-01,Aluminium,1129.23,0.005478881879618223,3.0018146650808918e-5
1986-09-01,Aluminium,1205.82,0.06562384890851308,0.004306489545567354
1986-10-01,Aluminium,1161.94,-0.037068811449498626,0.0013740967822784805
1986-11-01,Aluminium,1131.81,-0.026272900814150495,6.902653171901897e-4
1986-12-01,Aluminium,1133.48,0.0014744251751771752,2.1739295971962437e-6
1987-01-01,Aluminium,1171.4,0.03290706832781301,0.001082875145931354
1987-02-01,Aluminium,1283.44,0.09134435838713843,0.008343791809157987
1987-03-01,Aluminium,1367.26,0.06326476410867712,0.004002430377726561
1987-04-01,Aluminium,1400.97,0.024356116680010805,5.932204197303005e-4
1987-05-01,Aluminium,1411.6,0.007558958969606734,5.713786070419809e-5
1987-06-01,Aluminium,1472.33,0.042122367144661964,0.0017742938138696977
1987-07-01,Aluminium,1653.09,0.1158000838540724,0.013409659420610199
1987-08-01,Aluminium,1810.37,0.09088498045862603,0.008260079672964835
1987-09-01,Aluminium,1746.28,-0.03604343316414979,0.001299129074258533
1987-10-01,Aluminium,1962.66,0.11681288490137753,0.013645250078982476
1987-11-01,Aluminium,1681,-0.1549118415870876,0.02399767866390292
1987-12-01,Aluminium,1823.93,0.08160465929625538,0.0066593204188579195
1988-01-01,Aluminium,2002.46,0.09338291100692878,0.00872036806812798
1988-02-01,Aluminium,2138.02,0.06550374236638776,0.004290740264002103
1988-03-01,Aluminium,2526.41,0.1669191556167496,0.02786200451180867
1988-04-01,Aluminium,2508.35,-0.007174156249772739,5.146851789615325e-5
1988-05-01,Aluminium,2988.16,0.17503264689735296,0.030636427479893442
1988-06-01,Aluminium,3577.86,0.18010704295615487,0.032438546922410216
1988-07-01,Aluminium,2582.05,-0.326181199246118,0.10639417474163572
1988-08-01,Aluminium,2701.14,0.04509024905136798,0.0020331305595143907
1988-09-01,Aluminium,2387.12,-0.12358628772036555,0.015273570512500976
1988-10-01,Aluminium,2309.49,-0.03306089746381679,0.0010930229411130073
1988-11-01,Aluminium,2381.76,0.03081298925180596,9.494403066319096e-4
1988-12-01,Aluminium,2502.65,0.049510460281436186,0.00245128567727967
1989-01-01,Aluminium,2397.55,-0.04290278785550108,0.0018406492057741308
1989-02-01,Aluminium,2183.05,-0.09372440104964326,0.008784263352114371
1989-03-01,Aluminium,2073.71,-0.051383707957362905,0.00264028544344756
1989-04-01,Aluminium,2125.75,0.024785407675427074,6.143164336371193e-4
1989-05-01,Aluminium,2259.31,0.060934775649410876,0.0037130468834440365
1989-06-01,Aluminium,1914.16,-0.165780572829891,0.027483198327806796
1989-07-01,Aluminium,1755.93,-0.08628025301066355,0.007444282059584117
1989-08-01,Aluminium,1798.32,0.023854264649406817,5.690259419639397e-4
1989-09-01,Aluminium,1717.93,-0.045732818062452954,0.002091490647933423
1989-10-01,Aluminium,1820.02,0.057727412359739216,0.003332454137751372
1989-11-01,Aluminium,1736.09,-0.047212031827001885,0.002228975949233839
1989-12-01,Aluminium,1633.26,-0.061057440730968325,0.0037280110686157097
1990-01-01,Aluminium,1528.25,-0.06645472755464635,0.004416230814362272
1990-02-01,Aluminium,1454.28,-0.04961235714043852,0.002461385981030421
1990-03-01,Aluminium,1567.39,0.07490088283767166,0.005610142249862616
1990-04-01,Aluminium,1525.55,-0.027056814847498833,7.320712296918333e-4
1990-05-01,Aluminium,1526.93,9.041828899897902e-4,8.17546698550289e-7
1990-06-01,Aluminium,1565.79,0.02513130529317365,6.31582505738698e-4
1990-07-01,Aluminium,1570.96,0.003296408500242249,1.0866309000469352e-5
1990-08-01,Aluminium,1782.02,0.12606065487035514,0.015891288706342793
1990-09-01,Aluminium,2066.53,0.14812331983386445,0.021940517878605303
1990-10-01,Aluminium,1945.7,-0.060249062668863984,0.0036299495524766997
1990-11-01,Aluminium,1617.5,-0.1847400621022748,0.034128890545552355
1990-12-01,Aluminium,1522.44,-0.060567436434548365,0.0036684143562530566
1991-01-01,Aluminium,1515.18,-0.004780067173422099,2.2849042182427538e-5
1991-02-01,Aluminium,1504.6,-0.007007161640964036,4.91003142625978e-5
1991-03-01,Aluminium,1496,-0.005732202591698605,3.28581465522762e-5
1991-04-01,Aluminium,1391.86,-0.07215389741067692,0.00520618491155049
1991-05-01,Aluminium,1296.05,-0.07131980470881066,0.005086514543702892
1991-06-01,Aluminium,1275.15,-0.016257358683457332,2.643017113625855e-4
1991-07-01,Aluminium,1296.78,0.01682044999240428,2.829275379469732e-4
1991-08-01,Aluminium,1256.45,-0.03159398460800526,9.981798634108735e-4
1991-09-01,Aluminium,1211.81,-0.03617517445220763,0.0013086432466476556
1991-10-01,Aluminium,1150.03,-0.052327080690110314,0.002738123373549316
1991-11-01,Aluminium,1134.8,-0.01333160503886244,1.7773169291222237e-4
1991-12-01,Aluminium,1097.55,-0.03337600093654762,0.0011139574385164277
1992-01-01,Aluminium,1177.07,0.06994787673070844,0.004892705459134384
1992-02-01,Aluminium,1266.83,0.07348941737293391,0.00540069446581328
1992-03-01,Aluminium,1280.47,0.010709480915039428,1.1469298146959375e-4
1992-04-01,Aluminium,1317.05,0.02816718907792897,7.933905405518011e-4
1992-05-01,Aluminium,1306.79,-0.007820638677502878,6.116238932405396e-5
1992-06-01,Aluminium,1275.55,-0.02419629029010036,5.85460463802805e-4
1992-07-01,Aluminium,1313.05,0.028975217181737317,8.395632107288455e-4
1992-08-01,Aluminium,1305.05,-0.006111321109823864,3.734824570737878e-5
1992-09-01,Aluminium,1269.61,-0.02753158752135552,7.579883114460591e-4
1992-10-01,Aluminium,1173.78,-0.07848045637643859,0.006159182033054081
1992-11-01,Aluminium,1159.05,-0.01262860625357306,1.594816959077846e-4
1992-12-01,Aluminium,1207.1,0.040620084659378726,0.0016499912777350949
1993-01-01,Aluminium,1206.76,-2.817064802833218e-4,7.935854103361758e-8
1993-02-01,Aluminium,1201.85,-0.004077045932127443,1.6622303532676926e-5
1993-03-01,Aluminium,1151.33,-0.04294424045432546,0.0018442077881989235
1993-04-01,Aluminium,1108.53,-0.03788298255073284,0.0014351203669391286
1993-05-01,Aluminium,1123.96,0.013823350342173104,1.9108501468245728e-4
1993-06-01,Aluminium,1165.3,0.03612040094743237,0.0013046833646032734
1993-07-01,Aluminium,1202.13,0.031116418746015846,9.682315155774064e-4
1993-08-01,Aluminium,1172.14,-0.025263845397412752,6.382618842643735e-4
1993-09-01,Aluminium,1115.38,-0.04963598392028731,0.0024637308997350208
1993-10-01,Aluminium,1087.1,-0.025681553797578815,6.595422054579349e-4
1993-11-01,Aluminium,1039.81,-0.04447559607250108,0.0019780786460042734
1993-12-01,Aluminium,1094.3,0.051076885286943784,0.0026088482106156143
1994-01-01,Aluminium,1174.59,0.07080426109125838,0.005013243388679086
1994-02-01,Aluminium,1269.93,0.07804263030768623,0.006090652145342185
1994-03-01,Aluminium,1289.03,0.014928216700715589,2.2285165386352383e-4
